9,4,30,10,40,9,2
39,13,21,14,27,8,6
12,44,22,30,31,5,6
10,28,27,2,22,8,6
1,20,6,2,36,11,8
10,19,44,13,39,6,2
43,34,38,9,45,4,2
16,20,19,25,28,1,10
15,3,17,33,28,2,4
3,14,31,41,8,7,11
36,14,42,46,27,11,8
11,4,47,28,38,11,10
11,24,14,25,29,11,7
34,3,12,26,7,10,8
10,48,1,17,33,2,3
44,5,11,6,30,6,2
23,47,27,37,24,6,2
39,36,32,47,3,6,9
47,1,25,10,43,8,9
12,4,50,3,23,4,7
28,30,15,16,46,3,4
50,15,9,23,31,8,11
29,36,27,34,24,7,8
46,17,23,4,36,10,6
1,8,18,25,30,10,9
11,35,45,20,30,2,3
37,27,22,25,36,9,5
8,39,43,13,26,3,5
10,28,49,48,33,10,1
32,41,29,3,6,11,10
8,24,48,43,9,3,5
36,43,30,27,20,1,6
4,15,41,5,19,11,9
26,41,40,39,3,1,2
3,34,48,38,21,5,8
1,17,13,44,38,2,11
13,2,50,11,26,5,2
29,50,43,47,13,9,11
31,32,41,16,37,7,1
35,12,22,49,46,2,8
28,17,25,15,8,3,11
26,2,36,14,4,9,10
13,49,37,47,34,8,9
11,22,5,34,40,9,11
30,26,48,15,8,9,10
48,38,27,22,10,3,7
17,20,50,7,35,5,11
18,14,19,43,49,7,3
11,22,35,20,1,10,8
14,17,28,39,29,11,1
22,7,2,40,27,6,3
40,42,38,31,32,3,1
37,1,24,16,3,8,1
18,46,35,25,8,9,4
24,2,43,7,46,10,8
19,23,10,45,49,9,10
18,25,4,16,44,11,1
15,48,14,23,21,2,10
35,39,4,36,29,9,8
34,35,42,24,46,5,1
20,50,34,46,27,3,2
50,21,17,48,11,9,10
45,16,42,1,38,9,10
19,25,33,44,28,8,2
17,5,38,4,48,4,3
6,5,19,37,12,7,3
1,26,25,44,18,5,4
31,28,16,48,33,11,7
18,39,17,44,11,10,5
15,35,13,30,42,4,6
15,6,37,22,44,2,4
27,10,44,23,3,9,7
38,7,39,44,6,7,9
41,4,34,43,19,7,11
48,25,27,49,7,1,4
20,26,30,33,23,6,9
16,42,21,36,4,8,7
19,16,18,21,9,3,2
23,8,10,25,2,8,9
35,7,17,43,6,2,8
41,10,40,49,32,2,8
16,40,44,37,29,8,10
1,35,38,50,28,2,10
9,5,6,38,27,5,11
23,44,25,24,31,2,3
6,10,3,44,11,3,4
35,25,20,41,7,1,9
47,28,14,21,22,5,4
29,11,21,24,16,6,2
15,19,41,23,10,2,9
42,28,45,30,49,10,5
11,20,40,9,1,5,1
49,44,6,10,23,7,1
18,23,40,24,10,3,4
29,5,28,44,10,2,4
10,18,31,42,16,2,5
50,4,9,1,43,6,8
40,29,11,43,10,11,3
35,14,44,18,20,5,2
40,5,3,42,22,3,10
14,20,32,23,18,3,10
26,49,27,24,17,3,5
36,49,2,7,8,11,1
4,10,27,22,41,10,8
22,26,47,2,20,9,5
37,22,29,4,41,7,4
47,42,22,40,38,11,1
39,26,27,30,4,10,3
45,10,48,1,44,4,1
3,10,37,18,31,2,4
9,16,36,26,39,6,2
37,5,34,38,21,1,6
25,6,45,40,31,6,7
14,44,11,34,9,11,10
28,25,5,11,16,7,9
2,4,42,28,22,4,9
28,30,44,12,15,9,8
15,37,36,16,28,2,11
12,13,17,3,30,6,2
1,11,36,29,42,4,5
33,31,19,8,39,7,2
20,42,23,28,3,8,11
50,4,10,2,22,5,8
24,14,39,4,21,10,3
44,32,19,37,35,9,1
27,32,12,34,49,9,8
44,30,26,42,4,6,11
44,30,46,43,13,9,5
17,12,41,29,25,1,4
32,1,17,39,11,7,2
15,44,48,38,35,10,5
28,45,15,5,10,3,9
33,50,22,1,11,4,6
1,46,8,42,48,4,7
50,4,1,7,10,4,11
40,38,16,24,11,2,5
13,50,40,43,36,9,5
5,49,34,3,40,2,3
43,27,13,28,42,4,6
48,35,45,1,32,4,11
24,7,8,36,27,11,5
25,24,50,6,20,9,10
29,19,8,28,7,9,5
22,17,40,7,27,2,3
34,38,13,8,26,3,11
29,43,28,34,27,10,5
34,33,40,31,37,6,1
14,26,45,50,7,2,7
7,9,25,5,41,5,1
41,25,48,10,47,6,10
24,33,17,41,44,11,1
30,11,36,45,10,1,2
4,13,35,27,5,2,1
15,1,47,28,35,7,1
14,13,11,28,30,4,5
28,4,33,12,15,1,10
18,16,38,49,31,10,4
26,42,33,18,32,3,2
50,34,47,19,23,4,6
24,35,13,26,16,5,2
19,14,44,16,15,4,5
23,38,29,12,49,4,3
3,14,4,11,43,1,6
42,36,48,37,21,7,4
17,47,16,49,31,3,11
24,4,23,7,9,9,8
5,20,47,17,50,1,4
39,20,24,37,27,5,10
42,11,50,49,5,8,11
30,37,26,6,1,8,5
7,40,38,43,30,6,2
45,25,17,36,2,5,9
5,18,16,42,9,7,9
25,11,32,23,37,7,4
7,28,30,14,11,2,10
14,27,6,4,33,10,5
44,17,21,42,13,11,9
5,11,38,35,45,2,3
43,20,10,28,26,9,11
41,15,11,38,43,6,2
19,44,48,25,23,9,8
50,35,6,24,20,5,10
23,24,33,42,26,5,3
6,17,23,12,43,5,9
39,18,27,43,47,7,4
25,36,47,46,5,2,6
39,33,29,44,41,9,11
2,31,38,3,10,6,10
32,9,10,30,37,6,2
19,33,29,30,7,3,8
35,38,12,13,6,2,3
35,20,42,43,28,8,10
29,48,40,37,14,11,2
13,42,3,15,29,4,1
45,14,19,36,15,1,10
40,26,13,25,50,8,9
44,27,23,42,19,5,3
10,23,7,2,43,4,7
32,6,29,15,13,2,9
18,31,36,2,1,7,10
49,50,24,6,35,7,1
24,22,23,1,31,6,11
41,6,8,37,27,7,10
13,22,17,43,12,10,3
5,31,43,50,19,6,2
1,22,6,13,28,10,5
29,45,24,20,13,7,3
3,44,27,38,31,3,8
2,45,20,27,33,6,10
1,27,2,11,29,10,1
25,18,20,26,37,11,10
26,19,33,42,32,10,4
4,42,35,48,12,5,8
19,41,35,34,5,1,5
18,23,48,20,42,2,9
10,15,31,8,16,8,9
37,1,33,21,38,8,4
17,19,47,3,46,9,10
47,25,8,17,41,1,2
19,39,4,2,6,2,7
36,37,26,23,49,6,7
28,13,17,30,32,5,7
42,21,25,28,35,6,4
38,44,32,12,43,2,7
3,22,5,27,44,6,1
38,10,40,5,41,1,8
1,4,44,33,23,8,7
30,24,6,27,25,9,5
27,36,34,8,39,5,10
37,7,39,30,42,7,5
28,50,26,7,20,8,2
3,43,19,28,4,3,7
44,38,18,16,26,10,8
50,45,28,6,10,10,11
42,11,29,18,49,11,4
8,33,30,12,19,4,11
14,50,47,26,3,7,11
21,47,31,39,24,3,7
20,46,15,24,13,8,1
13,49,44,21,24,9,1
35,26,18,23,44,3,11
30,42,4,31,38,11,2
37,5,19,31,24,9,1
45,28,3,26,21,10,7
47,34,13,30,4,6,2
26,23,37,29,40,4,3
38,5,36,33,47,4,9
31,3,47,8,34,11,9
16,13,26,25,7,1,6
27,41,24,45,5,7,6
2,39,32,15,44,5,10
34,40,25,7,49,9,11
12,18,21,33,32,1,11
16,22,28,46,18,11,9
48,13,37,40,11,8,9
5,38,49,15,25,1,2
20,1,7,21,48,4,7
39,34,45,33,31,2,10
39,25,18,22,27,5,10
47,18,43,39,4,6,2
24,18,22,8,27,11,4
38,35,5,49,22,7,4
18,27,15,34,20,1,3
1,41,43,11,29,3,11
1,43,50,45,24,5,8
10,24,9,12,43,5,9
40,23,35,10,43,9,3
50,44,46,48,24,10,5
5,21,42,7,19,11,5
29,21,35,46,43,1,9
22,19,7,16,33,5,2
4,21,30,5,23,10,8
11,34,47,4,7,7,8
29,17,49,35,4,1,2
36,48,45,10,22,11,4
32,38,26,9,2,3,6
39,45,25,31,5,8,1
18,50,23,46,1,9,3
15,35,19,8,24,10,8
31,9,33,26,13,7,11
4,30,35,50,29,4,2
6,34,8,38,48,9,3
13,35,14,29,12,1,7
46,35,47,13,27,1,2
33,13,15,3,42,5,7
13,23,50,48,4,10,5
38,30,21,9,28,8,1
29,42,47,45,6,9,10
15,23,32,4,5,7,3
49,13,48,1,40,8,10
40,33,27,20,21,3,10
42,20,3,30,9,6,1
45,17,40,10,15,1,2
10,41,13,20,33,9,3
1,13,6,26,17,3,5
32,13,38,46,25,10,1
46,14,36,2,21,11,7
36,32,38,48,17,8,5
3,2,36,38,17,11,4
28,32,7,37,4,5,10
32,7,36,3,25,1,6
10,23,6,41,15,10,4
15,25,3,49,44,9,1
5,8,48,47,37,3,2
31,1,3,42,46,11,4
28,2,15,31,37,4,6
13,7,3,25,12,5,8
39,44,23,29,31,5,8
49,25,9,19,8,10,2
26,45,27,49,17,2,3
6,18,39,50,44,11,8
24,25,49,28,22,3,6
20,38,30,14,49,4,3
6,32,45,21,24,1,11
34,31,21,8,17,10,9
34,32,29,30,46,6,3
33,47,15,41,44,10,8
30,45,29,38,6,8,1
10,33,5,31,40,10,8
9,24,15,13,19,3,8
50,44,17,31,33,11,7
50,30,10,26,39,8,7
30,45,20,13,17,9,10
24,12,39,44,42,3,11
5,2,18,43,30,10,1
37,46,10,4,14,4,7
3,28,25,34,50,1,11
17,25,14,5,47,10,9
6,21,13,8,11,8,7
47,30,49,50,23,7,2
31,30,2,6,23,10,2
4,5,22,18,23,3,1
11,23,44,38,26,8,1
3,14,42,48,37,1,10
40,10,39,24,26,3,10
30,39,32,44,2,10,6
8,28,20,24,49,8,9
39,37,49,29,27,4,2
39,25,50,44,18,8,5
25,43,22,23,30,5,9
49,34,32,24,35,2,1
39,2,34,24,30,11,8
14,42,17,6,45,8,1
31,5,40,29,19,3,10
36,24,28,26,45,10,7
19,26,20,25,3,6,10
1,17,10,42,20,9,8
14,19,49,7,47,10,3
29,30,14,46,40,3,6
47,42,44,5,35,9,8
35,37,31,26,30,11,8
18,44,35,24,45,5,11
6,24,7,21,5,6,5
4,20,48,45,3,8,6
23,7,41,29,37,1,8
8,7,2,48,45,9,1
5,34,17,9,32,8,6
11,10,37,5,8,9,7
15,10,36,16,37,3,9
7,14,20,31,42,9,3
16,38,4,22,49,6,9
10,19,6,3,24,5,7
11,28,15,34,37,1,8
11,18,44,15,12,3,9
7,41,33,18,6,10,3
35,8,15,5,41,5,4
34,18,36,19,6,1,8
21,48,22,1,43,9,7
14,29,44,27,20,10,7
21,46,2,9,35,2,11
36,23,49,43,32,8,7
34,21,16,50,40,6,9
50,15,39,10,45,10,9
1,5,21,44,39,4,11
2,16,3,15,8,4,11
45,4,44,7,39,3,5
7,10,19,12,11,2,9
47,4,16,18,43,10,6
31,33,50,27,42,5,2
11,34,30,29,31,4,7
6,27,45,19,21,8,1
27,8,45,9,50,8,10
42,14,40,39,16,1,4
19,50,10,29,18,9,1
44,8,15,17,49,5,8
39,34,33,7,29,8,7
27,14,23,29,26,7,10
14,37,30,13,23,8,2
14,49,26,11,29,3,9
21,35,7,32,18,11,2
22,32,29,11,20,1,8
43,42,47,40,1,9,11
26,15,12,47,29,11,3
28,43,7,48,29,3,10
21,19,30,45,17,8,10
25,7,32,39,30,2,8
11,20,25,36,12,9,6
34,13,17,8,21,6,7
39,27,49,8,46,2,6
26,40,38,17,3,4,10
43,39,13,6,18,2,8
33,10,18,40,17,8,2
6,37,23,38,7,11,10
34,49,30,46,4,8,7
26,14,17,9,16,10,11
50,16,30,37,29,6,8
35,15,45,25,2,10,8
17,27,18,39,8,7,1
48,29,12,38,17,9,11
43,5,21,3,40,11,6
11,27,35,8,23,4,11
22,6,26,29,48,5,6
19,41,18,40,20,7,10
10,27,40,3,25,9,3
5,36,32,31,20,6,7
44,37,38,39,4,4,7
36,10,6,39,31,6,10
35,33,26,40,5,3,8
2,10,30,44,1,1,8
43,38,19,10,46,1,11
2,30,38,43,46,7,2
27,10,30,47,12,9,8
15,40,24,48,38,2,9
29,32,23,1,5,1,7
36,21,10,6,9,6,2
46,32,27,3,41,4,8
9,6,13,28,37,4,5
31,49,28,20,3,5,2
3,22,50,10,37,6,10
32,13,14,39,30,3,9
42,32,23,25,37,11,1
13,50,5,33,15,9,11
37,7,28,13,4,11,10
9,23,40,16,14,1,5
9,14,23,8,1,7,1
26,43,1,21,40,9,6
7,10,5,44,34,10,2
14,49,21,19,24,5,11
15,49,12,26,42,5,8
43,36,12,42,19,8,5
4,25,19,36,1,3,11
23,25,2,49,16,6,9
3,19,40,9,5,5,2
43,8,49,6,26,10,6
9,1,5,22,38,10,2
13,32,37,14,48,1,7
27,14,44,15,11,7,2
32,43,26,34,17,2,10
10,42,17,32,31,2,5
4,25,28,5,43,6,11
23,34,8,24,38,3,7
45,48,40,34,32,10,1
40,2,26,27,49,10,5
31,28,42,15,7,10,11
32,27,39,36,15,3,10
41,9,30,14,45,4,9
37,17,34,16,23,9,6
46,27,13,43,25,4,8
6,30,26,48,12,6,7
7,31,39,23,33,6,10
26,49,19,45,35,2,5
21,35,42,14,43,7,9
13,50,42,39,34,11,9
43,1,18,27,7,8,4
32,35,17,49,5,5,1
11,19,39,28,27,3,10
43,37,32,26,49,5,4
11,50,13,40,2,10,1
38,29,10,48,1,4,3
12,18,8,44,33,8,4
26,3,41,33,7,2,10
2,11,14,13,21,1,8
24,37,19,28,36,6,3
26,45,24,7,37,9,5
13,49,10,45,3,11,2
40,26,50,1,21,4,2
27,46,38,2,8,2,6
19,16,24,37,35,2,7
19,43,44,12,45,10,5
15,50,36,2,28,11,2
34,37,46,26,2,4,8
22,6,5,25,34,7,5
2,31,45,37,23,8,4
48,9,30,28,1,7,8
29,42,13,16,35,6,8
50,40,16,32,8,2,11
45,12,34,24,30,7,10
28,4,11,17,15,1,3
44,16,4,7,35,3,1
32,5,22,8,14,2,11
45,41,4,1,10,9,6
14,39,42,49,16,9,3
41,6,13,39,9,2,12
35,44,17,37,43,10,2
4,38,7,14,34,4,11
12,30,27,20,2,11,9
12,37,20,24,5,4,11
31,34,19,7,13,11,1
2,25,17,21,27,9,6
48,9,23,20,44,10,8
28,15,21,3,20,5,1
23,43,10,19,16,8,2
10,20,6,37,29,9,1
7,11,12,48,44,7,3
49,47,9,50,5,9,8
38,49,3,22,23,9,2
42,7,15,36,48,3,7
32,27,12,47,3,8,6
47,10,5,33,34,10,2
28,23,5,11,17,10,11
38,27,21,28,26,11,9
23,32,6,11,31,2,12
27,1,7,11,45,9,4
6,40,37,28,12,1,5
28,50,48,29,14,8,2
45,10,6,30,41,11,4
15,27,13,21,17,3,2
46,39,16,20,4,5,2
32,22,39,25,3,7,12
10,22,29,47,8,1,3
34,27,49,23,19,11,1
21,14,49,10,18,9,11
44,29,35,11,2,4,9
16,7,50,3,26,4,7
43,4,25,16,47,10,2
17,10,27,49,31,3,5
5,1,23,17,7,3,8
28,45,20,17,48,9,5
4,17,44,23,3,6,9
3,4,50,46,15,9,5
44,38,4,31,10,10,8
43,26,7,35,21,9,2
44,40,24,2,10,3,10
25,19,33,36,48,2,9
19,41,49,13,45,4,3
13,2,43,22,4,8,9
35,31,10,42,20,2,12
47,2,11,29,30,12,1
6,37,50,41,48,5,4
38,49,31,47,36,8,11
21,5,44,36,3,3,6
19,29,36,6,10,9,3
47,23,20,44,1,11,4
2,21,17,27,34,5,9
33,13,46,9,31,6,10
24,26,45,17,28,4,12
24,33,9,1,34,2,6
35,10,2,50,19,7,6
22,5,31,49,21,8,2
33,20,4,14,23,6,10
22,17,45,38,31,12,5
2,13,22,49,16,4,5
11,9,32,19,43,3,9
20,25,30,39,14,8,2
27,25,19,6,23,12,11
7,43,30,3,35,1,3
26,22,16,12,8,7,6
2,28,29,44,20,3,9
20,8,30,11,15,3,8
30,12,9,19,11,9,4
15,8,42,25,27,1,4
36,5,39,7,26,2,10
27,48,38,12,7,9,6
8,42,33,24,10,9,3
25,40,20,22,37,7,3
9,39,27,20,43,11,10
12,3,22,27,49,11,4
38,42,15,17,41,9,12
44,43,11,18,26,8,10
4,31,21,3,38,3,7
45,17,21,9,28,1,3
35,50,39,17,47,6,8
22,25,10,37,49,8,5
45,37,20,35,11,3,6
50,26,42,22,14,8,10
21,14,20,47,11,10,7
41,27,1,45,25,7,5
8,1,26,49,9,9,5
14,44,43,48,12,11,2
41,9,31,5,29,4,2
29,24,21,30,14,10,8
29,30,41,40,36,9,2
26,15,40,25,41,4,5
39,48,28,46,18,12,5
14,30,46,10,35,4,10
39,42,24,45,2,2,8
10,12,17,3,27,3,5
15,7,1,47,5,9,12
4,12,32,15,38,1,5
8,7,3,14,49,5,8
28,18,29,6,9,9,1
42,47,24,49,9,1,5
35,17,29,10,27,4,11
44,49,13,18,37,9,12
45,21,1,8,30,3,2
6,31,39,42,11,3,1
40,29,1,48,41,12,6
18,32,7,48,19,3,7
32,6,50,24,48,1,5
15,1,9,25,19,1,7
36,4,37,21,34,6,3
23,37,50,29,45,5,11
19,26,17,13,36,2,3
4,27,23,30,17,3,8
27,9,33,13,11,10,7
39,23,16,32,3,1,4
46,12,43,36,1,3,5
41,5,33,17,12,4,9
37,19,41,20,7,12,2
37,36,29,22,13,1,9
16,40,39,41,14,8,10
35,36,26,42,20,5,12
31,28,10,2,14,7,5
28,24,50,19,30,10,3
42,1,12,6,18,2,7
5,46,29,35,24,11,12
48,11,44,43,36,2,7
34,32,22,30,4,4,3
39,20,37,50,44,4,8
25,42,30,50,31,11,2
15,38,46,8,30,4,7
5,30,24,31,43,3,6
30,4,17,44,43,10,2
4,48,8,22,23,1,12
20,10,21,48,28,1,8
41,38,20,5,2,4,8
6,49,38,12,15,9,2
45,30,21,13,23,6,4
46,34,31,20,23,3,12
44,3,17,50,8,2,7
5,23,8,9,24,7,8
28,15,24,48,6,9,4
11,15,35,27,21,5,4
36,39,34,14,48,2,3
8,28,17,38,34,6,12
38,22,31,44,36,11,1
13,44,10,21,17,10,1
23,32,50,12,10,10,4
6,25,14,19,29,11,5
18,17,28,47,10,3,7
48,31,3,41,50,11,8
2,7,34,48,45,1,12
26,44,20,31,15,2,9
44,9,14,21,32,12,1
11,9,13,33,49,12,6
31,4,27,24,17,11,10
44,39,29,26,37,9,11
46,5,50,7,11,11,8
46,40,20,23,17,9,10
35,47,28,17,12,7,11
43,3,40,16,8,8,5
45,47,29,33,1,4,8
48,14,39,46,27,11,12
48,50,34,25,5,7,6
39,15,33,27,50,6,4
44,39,3,25,16,11,7
28,44,30,23,20,3,7
24,40,12,41,46,5,12
48,42,15,17,6,4,6
23,6,12,45,39,12,9
17,35,25,39,44,5,2
22,34,3,50,49,11,8
20,16,4,31,39,2,12
8,31,5,10,13,6,3
48,11,1,37,41,8,12
13,16,15,41,28,4,5
20,43,6,38,11,4,2
29,17,40,24,18,4,5
39,46,9,22,15,5,4
43,46,8,32,19,8,2
7,21,23,36,38,6,8
26,23,49,33,38,1,12
26,7,19,50,42,9,4
44,39,41,14,25,8,2
20,34,16,15,50,7,4
15,21,40,23,48,3,12
15,29,12,48,1,5,3
30,8,48,33,38,10,2
3,33,26,8,45,10,7
49,14,4,1,21,2,12
4,50,6,27,48,1,11
15,2,43,40,46,3,6
40,23,2,4,39,3,9
17,23,11,22,41,11,6
25,34,20,42,45,6,11
26,38,36,43,7,12,6
30,29,28,36,16,10,8
43,44,20,18,36,9,3
31,1,15,25,18,9,11
18,24,2,43,15,8,12
43,16,49,23,42,12,10
31,36,50,14,3,12,1
42,46,4,16,32,12,8
4,42,30,38,31,4,6
47,5,28,30,14,11,4
50,31,27,4,23,1,8
32,18,9,38,46,2,3
45,40,33,1,3,4,3
10,32,45,8,3,4,12
5,7,37,25,21,3,4
38,6,20,30,15,4,7
4,8,50,2,27,2,9
45,29,37,7,17,11,3
16,8,26,35,24,11,3
3,45,44,12,36,11,8
31,4,12,43,9,8,5
15,28,42,37,40,1,6
1,3,47,29,48,12,3
32,2,1,5,21,12,2
5,31,18,21,35,6,9
44,27,23,17,43,1,12
15,37,5,17,44,11,7
14,36,24,43,40,2,9
49,17,37,32,14,11,12
10,7,13,2,42,6,3
9,10,28,41,13,12,1
6,48,19,45,39,7,12
25,30,5,26,8,3,10
17,16,4,32,18,11,2
3,10,26,23,12,12,1
21,19,45,20,42,8,9
17,11,37,48,26,1,10
4,13,7,42,23,1,3
29,12,38,44,42,12,2
1,18,39,48,9,7,5
12,2,34,50,15,4,3
8,4,43,31,5,9,2
34,16,35,45,13,10,12
11,25,8,28,1,4,6
19,7,11,37,27,10,6
19,32,31,3,22,2,11
19,48,31,39,1,6,1
33,22,35,25,29,3,6
5,16,46,6,30,5,10
29,49,41,9,23,8,10
15,16,13,6,1,6,10
39,14,24,32,26,8,3
3,41,26,46,21,6,1
31,43,14,25,37,2,3
46,12,13,39,11,7,10
34,36,50,41,6,1,5
49,38,27,34,15,2,10
19,8,18,1,39,9,7
50,33,29,3,27,7,3
29,47,15,3,35,4,3
9,19,26,31,6,12,11
16,10,46,39,6,8,11
40,17,24,19,18,8,4
5,13,7,19,31,9,2
46,24,42,15,3,12,9
9,6,1,47,34,12,7
17,43,26,4,30,11,6
47,43,19,23,12,2,6
13,23,26,47,32,6,10
9,26,16,2,36,6,7
7,45,10,1,29,5,3
38,41,18,29,21,1,11
46,28,1,35,36,6,9
1,49,15,8,44,2,11
32,49,8,7,41,11,5
23,44,18,27,42,7,2
33,35,50,47,14,11,9
20,26,12,48,5,2,11
2,20,27,43,9,5,6
32,20,47,7,26,2,11
1,45,27,4,48,7,1
14,25,50,10,17,2,10
42,16,28,43,45,6,7
47,32,34,33,39,12,8
5,30,49,23,16,7,6
28,7,29,19,20,1,5
1,26,23,35,24,11,1
31,32,9,39,41,8,2
34,16,4,1,20,2,5
27,46,42,25,39,11,12
30,1,39,13,31,2,7
44,40,12,37,24,3,7
9,8,39,25,5,3,7
27,34,6,26,46,1,9
